CustomerID,Age,Gender,SubscriptionType,MonthlyCharges,TenureMonths,SupportTickets,PaymentMethod,SatisfactionScore,UsageHoursPerWeek,Churn
922,40,Female,Enterprise,855,8,7,Net Banking,5,30,No
923,33,Male,Premium,1143,38,7,Net Banking,7,30,No
924,48,Male,Enterprise,1636,12,0,UPI,9,7,No
925,28,Male,Basic,1686,26,6,UPI,1,10,Yes
926,33,Male,Premium,967,27,2,Credit Card,3,35,No
927,25,Female,Enterprise,2242,29,1,Credit Card,8,2,No
928,21,Male,Basic,2304,15,1,UPI,6,30,No
929,57,Male,Enterprise,2230,46,7,Credit Card,5,19,No
930,21,Female,Basic,1045,53,8,Credit Card,10,39,No
931,42,Female,Basic,974,1,2,UPI,2,37,Yes
932,20,Male,Basic,2463,43,2,UPI,3,3,Yes
933,49,Female,Basic,1365,28,5,UPI,2,25,Yes
934,20,Female,Premium,917,57,9,UPI,1,34,No
935,44,Female,Premium,2465,3,0,Net Banking,7,22,No
936,46,Male,Basic,2447,51,5,UPI,3,38,Yes
937,49,Male,Enterprise,1292,18,2,Credit Card,7,14,No
938,67,Male,Basic,1628,52,3,Net Banking,7,39,No
939,68,Female,Premium,1677,34,8,Net Banking,8,2,No
940,36,Male,Enterprise,585,32,2,Credit Card,1,32,No
941,38,Female,Premium,2410,29,0,Net Banking,5,3,No
942,22,Male,Premium,986,25,2,Credit Card,10,8,No
943,35,Male,Enterprise,1605,26,6,Net Banking,9,26,No
944,45,Female,Basic,1764,39,6,Net Banking,7,32,No
945,59,Male,Basic,1037,8,4,Credit Card,1,11,Yes
946,39,Female,Basic,2258,19,0,Credit Card,8,1,No
947,38,Female,Basic,2194,54,7,Credit Card,3,15,Yes
948,23,Male,Enterprise,1785,47,9,Credit Card,4,4,Yes
949,18,Female,Enterprise,2400,42,7,UPI,4,4,Yes
950,22,Male,Enterprise,785,22,9,UPI,10,28,No
951,58,Male,Premium,1813,29,9,Credit Card,8,10,No
952,29,Female,Enterprise,2301,33,9,UPI,1,11,No
953,43,Male,Basic,1687,38,1,Credit Card,8,23,No
954,63,Female,Premium,1330,45,9,Credit Card,9,3,No
955,51,Male,Basic,2065,46,2,Net Banking,9,39,No
956,66,Male,Basic,967,35,3,Credit Card,5,39,No
957,31,Male,Enterprise,1520,43,0,Credit Card,4,17,No
958,43,Male,Enterprise,1134,3,3,Credit Card,4,22,No
959,62,Male,Basic,1175,19,4,Credit Card,9,27,No
960,44,Female,Basic,1301,10,2,Net Banking,8,16,No
961,26,Female,Premium,549,27,9,Credit Card,10,16,No
962,43,Female,Enterprise,2239,15,1,Net Banking,10,3,No
963,64,Female,Premium,1918,11,5,Credit Card,7,33,No
964,39,Female,Premium,1563,47,7,Net Banking,3,2,Yes
965,64,Female,Premium,1171,26,6,UPI,4,39,No
966,47,Male,Basic,1134,59,0,Net Banking,9,27,No
967,60,Male,Premium,1218,24,3,Net Banking,8,15,No
968,65,Female,Premium,2024,13,2,Credit Card,1,7,No
969,34,Female,Basic,1613,32,5,Net Banking,3,9,Yes
970,43,Male,Enterprise,2197,37,8,Net Banking,10,6,No
971,53,Male,Enterprise,702,4,8,Credit Card,2,12,Yes
972,18,Male,Premium,2405,13,6,UPI,2,30,No
973,25,Female,Basic,1627,9,8,UPI,8,20,Yes
974,66,Female,Enterprise,1438,57,7,UPI,6,20,No
975,52,Female,Premium,509,49,4,Net Banking,6,27,No
976,69,Male,Premium,1364,34,8,Credit Card,4,20,No
977,32,Male,Basic,1115,56,6,UPI,1,7,Yes
978,64,Female,Premium,533,37,4,UPI,7,30,No
979,39,Female,Enterprise,1092,48,7,UPI,8,8,No
980,31,Male,Basic,2207,7,6,UPI,2,2,Yes
981,43,Male,Enterprise,1913,1,8,Credit Card,2,14,Yes
982,45,Male,Enterprise,2466,58,9,UPI,1,10,Yes
983,40,Male,Enterprise,634,12,0,Net Banking,4,18,No
984,31,Female,Premium,1659,21,8,Net Banking,6,18,No
985,41,Male,Premium,1939,11,6,Credit Card,5,16,No
986,19,Male,Enterprise,1397,44,0,UPI,4,5,No
987,62,Male,Enterprise,1514,51,0,UPI,4,31,No
988,43,Female,Basic,623,58,4,Net Banking,10,37,No
989,31,Female,Basic,2090,44,7,Credit Card,7,20,No
990,68,Male,Premium,583,44,8,Net Banking,7,23,No
991,24,Male,Premium,512,14,5,Credit Card,2,32,No
992,20,Male,Basic,1958,34,9,Credit Card,7,17,No
993,64,Female,Enterprise,2041,34,7,Credit Card,2,13,No
994,40,Female,Premium,1228,25,5,Net Banking,4,13,No
995,63,Female,Enterprise,1051,4,5,Credit Card,1,17,Yes
996,60,Male,Basic,1717,52,3,Net Banking,5,15,No
997,64,Female,Premium,2121,55,4,Net Banking,1,26,No
998,62,Male,Premium,1345,26,1,UPI,4,28,No
999,35,Male,Basic,2094,16,2,Net Banking,9,30,No
1000,55,Male,Premium,2192,10,2,Net Banking,8,35,No
1001,52,Female,Basic,404,45,4,UPI,6,22,No
1002,68,Male,Premium,1789,2,4,UPI,8,10,No
1003,32,Female,Basic,1782,35,5,UPI,5,11,No
1004,42,Female,Premium,1755,19,4,Credit Card,7,38,No
1005,54,Male,Enterprise,1069,6,5,Credit Card,8,33,No
1006,45,Male,Enterprise,2259,19,7,UPI,7,6,No
1007,27,Female,Enterprise,2327,59,1,Credit Card,4,37,No
1008,56,Male,Premium,678,53,3,UPI,5,7,No
1009,34,Female,Premium,1012,52,5,Credit Card,10,12,No
1010,56,Male,Enterprise,1672,51,4,Net Banking,6,7,No
1011,39,Female,Enterprise,524,8,0,Credit Card,6,2,No
1012,43,Female,Basic,2037,14,8,Credit Card,9,1,Yes
1013,61,Female,Basic,1037,10,2,Net Banking,10,23,No
1014,42,Female,Basic,535,3,1,UPI,2,25,Yes
1015,34,Male,Enterprise,482,38,8,Credit Card,6,18,No
1016,30,Male,Enterprise,1011,29,6,Credit Card,3,7,Yes
1017,37,Female,Enterprise,2192,15,4,Net Banking,2,3,No
1018,42,Female,Basic,2188,23,5,Net Banking,6,29,No
1019,21,Male,Premium,922,23,3,Net Banking,4,10,No
1020,27,Male,Enterprise,1559,18,0,Net Banking,5,5,No
1021,20,Male,Premium,1450,46,3,UPI,5,34,No
1022,58,Male,Premium,1048,19,8,Credit Card,3,8,Yes
1023,62,Male,Premium,809,28,0,Credit Card,4,14,No
1024,35,Male,Basic,1875,26,9,Credit Card,3,6,Yes
1025,64,Female,Premium,2123,10,2,Credit Card,7,1,No
1026,53,Male,Enterprise,1084,47,4,UPI,1,33,No
1027,64,Male,Basic,436,4,6,Credit Card,6,11,Yes
1028,39,Female,Enterprise,2434,55,8,UPI,4,24,No
1029,51,Male,Enterprise,2077,2,5,UPI,1,10,Yes
1030,64,Male,Basic,1522,3,2,Net Banking,1,23,Yes
1031,25,Male,Enterprise,1633,7,6,Net Banking,5,16,No
1032,57,Male,Enterprise,2077,55,3,Credit Card,5,37,No
1033,66,Male,Basic,1604,16,2,UPI,10,16,No
1034,61,Female,Enterprise,1063,31,6,Net Banking,7,31,No
1035,36,Male,Premium,1001,10,6,UPI,4,6,Yes
1036,59,Female,Enterprise,451,19,3,Net Banking,9,30,No
1037,58,Female,Premium,1625,28,6,UPI,4,37,No
1038,54,Male,Enterprise,1601,17,1,Credit Card,7,1,No
1039,23,Female,Basic,2011,28,0,Credit Card,5,25,No
1040,69,Male,Basic,1331,19,1,UPI,5,21,No
1041,43,Female,Enterprise,1106,37,3,Net Banking,6,35,No
1042,51,Female,Basic,534,23,7,Net Banking,8,38,No
1043,62,Male,Enterprise,860,20,2,Credit Card,5,5,No
1044,23,Male,Basic,1625,13,9,Credit Card,3,12,Yes
1045,54,Male,Premium,337,13,5,Credit Card,6,5,No
1046,50,Male,Enterprise,1459,43,5,Net Banking,2,9,Yes
1047,39,Male,Premium,720,11,8,Net Banking,8,9,Yes
1048,38,Female,Premium,1542,48,8,Credit Card,8,35,No
1049,23,Female,Enterprise,647,15,3,UPI,3,1,No
1050,23,Female,Premium,2131,17,8,Net Banking,8,10,No
1051,65,Female,Enterprise,1869,54,5,Credit Card,9,39,No
1052,21,Female,Premium,2218,50,1,UPI,5,36,No
1053,47,Female,Enterprise,2201,28,9,Net Banking,5,37,No
1054,28,Female,Enterprise,1697,19,5,UPI,6,35,No
1055,47,Male,Basic,2124,4,1,UPI,7,17,No
1056,48,Male,Enterprise,1528,22,7,Net Banking,3,13,No
1057,41,Female,Enterprise,704,22,3,Credit Card,5,6,No
1058,26,Female,Premium,2021,55,4,UPI,1,37,No
1059,20,Male,Enterprise,1520,37,7,Credit Card,10,32,No
1060,68,Male,Basic,414,39,7,Net Banking,5,11,No
1061,48,Male,Premium,1976,34,5,UPI,4,17,No
1062,57,Male,Premium,364,33,3,UPI,1,5,No
1063,54,Female,Basic,1599,44,0,UPI,7,6,No
1064,53,Male,Premium,1124,42,6,UPI,1,10,Yes
1065,41,Female,Premium,1715,40,7,UPI,8,33,No
1066,48,Female,Premium,1268,33,8,Net Banking,10,30,No
1067,23,Female,Premium,668,12,1,UPI,2,21,No
1068,19,Male,Basic,532,2,0,Net Banking,10,17,No
1069,37,Male,Basic,1206,59,3,Credit Card,5,27,No
1070,45,Female,Premium,1220,28,4,Net Banking,6,3,No
1071,28,Female,Premium,988,10,9,UPI,9,29,No
1072,21,Female,Basic,476,22,0,Credit Card,7,2,No
1073,32,Male,Basic,1334,17,4,Net Banking,6,29,No
1074,23,Female,Basic,1769,26,5,Net Banking,5,36,No
1075,66,Male,Premium,929,3,2,Net Banking,6,34,No
1076,47,Female,Premium,463,7,6,UPI,4,37,Yes
1077,55,Female,Enterprise,2400,44,5,UPI,1,1,Yes
1078,68,Female,Basic,1123,8,3,Net Banking,9,26,No
1079,19,Male,Premium,355,20,2,Net Banking,5,1,No
1080,32,Male,Basic,417,12,4,Credit Card,8,4,Yes
1081,28,Female,Premium,1097,35,2,UPI,7,39,No
1082,25,Male,Basic,1079,17,9,UPI,8,14,No
1083,43,Female,Premium,1738,28,8,Credit Card,1,18,No
1084,68,Male,Enterprise,2193,41,8,Net Banking,9,34,No
1085,62,Male,Enterprise,1007,10,5,Net Banking,1,1,Yes
1086,61,Male,Basic,1403,22,5,Credit Card,3,22,Yes
1087,22,Female,Premium,321,38,3,Net Banking,8,16,No
1088,23,Male,Premium,1800,57,3,Net Banking,1,22,No
1089,43,Male,Basic,1142,33,1,Credit Card,1,16,No
1090,21,Female,Premium,2060,22,9,Credit Card,6,28,No
1091,36,Female,Basic,1416,44,3,Credit Card,5,28,No
1092,37,Female,Premium,491,37,7,Net Banking,6,22,No
1093,50,Female,Basic,1318,13,9,Credit Card,3,6,Yes
1094,37,Male,Premium,1426,27,1,Net Banking,10,25,No
1095,66,Male,Basic,695,15,8,UPI,10,2,Yes
1096,29,Male,Premium,1318,22,0,UPI,6,7,No
1097,64,Male,Enterprise,866,30,1,Credit Card,2,17,No
1098,18,Male,Premium,530,43,1,Net Banking,8,35,No
1099,43,Female,Basic,1173,40,5,Net Banking,6,20,No
1100,31,Male,Enterprise,539,37,6,Net Banking,4,2,Yes
1101,55,Male,Premium,389,34,2,Credit Card,4,7,No
1102,54,Male,Enterprise,756,44,8,Net Banking,7,32,No
1103,28,Female,Premium,653,34,4,Net Banking,3,19,No
1104,53,Female,Enterprise,1304,58,4,Net Banking,3,12,No
1105,30,Male,Basic,1656,48,3,UPI,6,9,No
1106,60,Female,Premium,738,53,8,Net Banking,9,27,No
1107,20,Female,Premium,1698,35,7,UPI,1,14,No
1108,50,Female,Basic,644,42,3,Net Banking,5,2,No
1109,23,Female,Enterprise,956,19,3,Net Banking,1,21,No
1110,67,Female,Basic,2477,8,1,Net Banking,1,4,Yes
1111,27,Female,Basic,2488,39,8,UPI,3,21,Yes
1112,22,Female,Enterprise,1416,33,2,Net Banking,3,22,No
1113,40,Male,Basic,925,44,3,Credit Card,4,2,Yes
1114,27,Male,Premium,583,28,6,Net Banking,3,17,No
1115,61,Female,Premium,2279,37,9,UPI,6,19,No
1116,19,Male,Premium,1978,48,7,UPI,4,24,No
1117,30,Male,Basic,522,25,7,Credit Card,8,20,No
1118,57,Female,Premium,1043,36,3,Credit Card,1,38,No
1119,19,Male,Premium,762,17,6,Credit Card,8,12,No
1120,37,Female,Premium,1868,24,9,UPI,1,25,No
1121,18,Female,Premium,2005,21,0,Net Banking,1,23,No
1122,54,Female,Premium,1463,2,5,Net Banking,7,34,No
1123,26,Male,Premium,2036,31,5,Credit Card,1,32,No
1124,34,Male,Basic,1346,44,5,Credit Card,9,24,No
1125,26,Male,Premium,964,33,1,Net Banking,8,25,No
1126,28,Male,Premium,1656,30,7,Credit Card,1,3,Yes
1127,32,Female,Enterprise,1314,12,4,Net Banking,2,25,No
1128,41,Female,Basic,2432,44,4,Net Banking,2,28,No
1129,55,Male,Basic,1354,12,1,Net Banking,2,12,Yes
1130,52,Female,Basic,2064,51,3,Net Banking,6,26,No
1131,47,Female,Basic,2213,57,8,UPI,4,8,Yes
1132,48,Male,Premium,662,49,8,Net Banking,8,5,No
1133,66,Female,Premium,1712,52,5,Credit Card,1,11,No
1134,22,Male,Enterprise,967,24,8,Credit Card,10,35,No
1135,61,Female,Enterprise,2180,24,3,Credit Card,4,27,No
1136,67,Male,Basic,1694,58,0,Credit Card,10,38,No
1137,31,Female,Enterprise,398,11,1,UPI,5,19,No
1138,28,Female,Enterprise,2394,13,0,Net Banking,9,32,No
1139,26,Male,Basic,721,27,7,Net Banking,5,28,No
1140,51,Male,Basic,1803,8,8,Credit Card,3,36,Yes
1141,29,Male,Enterprise,361,10,9,Credit Card,4,18,Yes
1142,52,Male,Premium,1432,8,5,Credit Card,10,10,Yes
1143,52,Female,Enterprise,2002,20,1,Net Banking,7,32,No
1144,18,Female,Enterprise,897,8,5,UPI,1,18,Yes
1145,57,Male,Premium,691,9,8,UPI,6,12,No
1146,39,Female,Premium,1375,7,2,UPI,8,8,No
1147,46,Male,Basic,1612,14,8,UPI,1,33,Yes
1148,25,Male,Basic,2329,28,1,Credit Card,8,38,No
1149,28,Female,Enterprise,1109,2,4,Net Banking,7,14,No
1150,58,Female,Premium,1705,57,1,Credit Card,1,2,No
1151,54,Male,Basic,1459,43,6,UPI,9,9,Yes
1152,31,Male,Enterprise,1831,8,9,Credit Card,3,5,Yes
1153,47,Male,Premium,1685,13,8,UPI,2,34,No
1154,52,Female,Enterprise,1180,21,6,Net Banking,7,19,No
1155,38,Female,Basic,1899,47,4,UPI,3,7,Yes
1156,54,Female,Basic,553,28,3,Credit Card,1,39,No
1157,22,Female,Premium,2367,35,3,Net Banking,10,17,No
1158,36,Male,Enterprise,1468,23,9,UPI,3,26,No
1159,31,Male,Premium,1531,46,7,UPI,6,27,No
1160,43,Male,Basic,465,15,9,Net Banking,3,28,Yes
1161,21,Male,Basic,1873,2,9,Credit Card,5,20,Yes
1162,42,Male,Enterprise,916,51,9,Net Banking,9,6,No
1163,62,Male,Enterprise,1925,12,9,Credit Card,7,8,Yes
1164,59,Female,Enterprise,802,57,9,UPI,2,32,No
1165,42,Female,Premium,1212,52,0,UPI,1,19,No
1166,35,Male,Enterprise,2426,36,4,Net Banking,7,32,No
1167,57,Male,Enterprise,884,3,1,UPI,4,19,No
1168,25,Female,Basic,2258,5,8,Net Banking,7,24,Yes
1169,56,Female,Basic,695,3,6,UPI,6,24,Yes
1170,57,Female,Enterprise,1931,57,9,UPI,7,17,No
1171,31,Female,Enterprise,2180,47,7,Credit Card,4,18,No
1172,49,Male,Basic,701,19,5,Net Banking,3,12,Yes
1173,68,Male,Enterprise,1274,2,8,Net Banking,5,23,No
1174,55,Male,Premium,523,44,5,UPI,3,18,No
1175,50,Male,Premium,817,37,6,Credit Card,3,16,No
1176,40,Male,Premium,535,54,6,Credit Card,4,16,No
1177,32,Female,Enterprise,415,17,8,Net Banking,8,36,No
1178,50,Male,Basic,525,14,7,Net Banking,2,23,Yes
1179,42,Female,Enterprise,481,28,0,UPI,4,22,No
1180,34,Male,Enterprise,1641,27,3,Net Banking,3,39,No
1181,50,Male,Basic,509,54,6,UPI,7,33,No
1182,64,Male,Basic,1715,10,7,Credit Card,2,24,Yes
1183,19,Male,Basic,2443,3,6,Net Banking,1,20,Yes
1184,31,Male,Premium,1193,36,2,Credit Card,10,33,No
1185,57,Female,Enterprise,2181,38,3,Credit Card,1,31,No
1186,57,Female,Basic,1409,56,6,UPI,6,8,Yes
1187,68,Female,Enterprise,2326,25,7,Credit Card,3,10,Yes
1188,56,Male,Premium,693,22,6,UPI,7,1,No
1189,68,Male,Premium,1143,48,5,UPI,8,21,No
1190,23,Female,Basic,1824,39,8,Credit Card,5,25,No
1191,23,Male,Basic,903,47,8,Credit Card,5,32,No
1192,20,Male,Enterprise,881,30,6,UPI,2,10,Yes
1193,24,Female,Basic,2342,21,7,UPI,8,9,Yes
1194,68,Male,Enterprise,2239,30,5,Credit Card,10,20,No
1195,25,Female,Basic,432,28,0,UPI,1,20,No
1196,59,Male,Enterprise,1275,31,0,UPI,10,7,No
1197,69,Female,Enterprise,2113,57,5,Net Banking,9,11,No
1198,32,Male,Enterprise,1843,52,1,Net Banking,1,21,No
1199,64,Male,Enterprise,1657,26,7,Net Banking,1,38,No
1200,46,Female,Premium,338,43,0,Net Banking,1,19,No
1201,50,Male,Enterprise,1616,22,1,Net Banking,7,15,No
1202,69,Male,Basic,461,21,7,UPI,4,6,Yes
1203,47,Female,Premium,2209,1,5,UPI,7,10,Yes
1204,56,Male,Premium,1427,37,9,Net Banking,5,16,No
1205,44,Female,Enterprise,1958,13,1,Credit Card,7,11,No
1206,53,Male,Premium,2263,21,1,Net Banking,10,35,No
1207,46,Male,Enterprise,1357,46,6,Credit Card,7,8,No
1208,55,Male,Basic,1266,9,4,UPI,4,28,Yes
1209,50,Male,Enterprise,1189,17,4,Credit Card,2,3,No
1210,54,Female,Premium,2460,47,7,UPI,8,2,No
1211,44,Male,Basic,2370,21,6,Credit Card,2,14,Yes
1212,50,Female,Enterprise,1966,31,8,UPI,9,29,No
1213,21,Male,Basic,1741,39,3,UPI,5,3,No
1214,39,Male,Basic,1367,59,9,Net Banking,9,1,Yes
1215,19,Male,Premium,427,54,3,UPI,9,15,No
1216,27,Male,Basic,457,22,1,Net Banking,8,20,No
1217,22,Female,Premium,1126,12,2,Net Banking,8,22,No
1218,27,Female,Basic,2190,55,0,Net Banking,4,34,No
1219,50,Female,Enterprise,811,6,0,Credit Card,4,33,No
1220,55,Female,Basic,2392,53,6,Credit Card,2,9,Yes
1221,30,Male,Enterprise,742,16,4,UPI,4,3,No
1222,48,Female,Enterprise,2026,26,2,Net Banking,4,2,No
1223,64,Female,Basic,2306,5,6,Net Banking,6,4,Yes
1224,53,Male,Enterprise,1995,9,1,UPI,3,16,No
1225,62,Male,Basic,566,46,2,Net Banking,2,33,No
1226,41,Male,Basic,1137,40,0,UPI,8,9,No
1227,69,Male,Enterprise,788,14,7,Net Banking,2,38,No
1228,32,Female,Enterprise,1001,44,1,Credit Card,8,18,No
1229,46,Female,Premium,986,42,6,UPI,7,16,No
1230,25,Male,Enterprise,1295,30,8,UPI,3,8,Yes
1231,22,Male,Premium,656,52,5,Credit Card,6,23,No
1232,46,Male,Enterprise,1171,52,1,UPI,6,36,No
1233,64,Female,Basic,2273,26,1,Credit Card,10,3,No
1234,21,Female,Enterprise,851,53,8,Net Banking,5,15,No
1235,29,Male,Basic,2110,45,9,Credit Card,8,38,No
1236,62,Male,Basic,622,29,7,Credit Card,5,33,No
1237,19,Female,Basic,382,19,8,UPI,7,18,No
1238,44,Male,Premium,561,47,3,Net Banking,6,23,No
1239,48,Male,Enterprise,1083,8,3,Credit Card,7,3,No
1240,68,Female,Basic,1523,23,1,Net Banking,9,30,No
1241,68,Male,Basic,1213,53,9,Credit Card,3,17,Yes
1242,53,Female,Premium,1243,42,0,UPI,10,32,No
1243,53,Male,Enterprise,1618,35,9,Credit Card,7,7,No
1244,43,Male,Enterprise,1835,31,3,Credit Card,10,39,No
1245,60,Female,Premium,988,53,9,Net Banking,3,14,No
1246,44,Female,Premium,2072,35,9,Credit Card,2,15,No
1247,22,Male,Enterprise,1138,32,7,UPI,7,12,No
1248,37,Female,Premium,1177,58,1,UPI,4,8,No
1249,28,Male,Enterprise,348,5,7,Credit Card,1,16,Yes
1250,27,Male,Enterprise,592,16,0,Credit Card,6,34,No
1251,57,Female,Basic,1951,17,0,Net Banking,6,24,No
1252,55,Male,Basic,835,32,3,Net Banking,6,29,No
1253,23,Male,Enterprise,610,38,6,UPI,2,16,No
1254,25,Female,Enterprise,836,58,8,Net Banking,1,5,Yes
1255,40,Female,Enterprise,2226,32,4,Credit Card,3,5,No
1256,64,Male,Enterprise,533,52,1,UPI,2,30,No
1257,43,Female,Enterprise,1532,20,6,Net Banking,6,5,No
1258,63,Female,Enterprise,2441,48,1,UPI,6,13,No
1259,60,Female,Premium,1266,56,8,Credit Card,5,35,No
1260,29,Female,Enterprise,1189,2,8,Net Banking,10,25,No
1261,43,Male,Premium,2358,20,2,Credit Card,10,14,No
1262,30,Male,Premium,334,47,7,Credit Card,5,26,No
1263,57,Male,Enterprise,746,18,3,UPI,9,18,No
1264,35,Female,Enterprise,2063,1,2,UPI,5,20,No
1265,42,Female,Premium,1858,58,0,UPI,10,34,No
1266,50,Female,Premium,894,29,4,Net Banking,6,7,No
1267,64,Female,Enterprise,2325,29,3,Net Banking,4,10,No
1268,57,Female,Enterprise,643,19,0,UPI,10,15,No
1269,60,Female,Premium,1403,44,9,Net Banking,1,17,No
1270,29,Female,Premium,1719,40,7,Net Banking,4,11,No
1271,61,Male,Premium,1613,6,7,UPI,2,34,Yes
1272,53,Male,Basic,1778,44,7,Credit Card,10,27,No
1273,65,Female,Premium,1451,39,2,Net Banking,3,21,No
1274,21,Female,Basic,2221,50,5,Net Banking,7,31,No
1275,22,Female,Enterprise,1682,54,6,Credit Card,7,4,No
1276,54,Male,Enterprise,2422,46,8,Credit Card,1,17,No
1277,25,Male,Premium,1869,8,4,Credit Card,8,20,No
1278,59,Female,Enterprise,2194,24,8,UPI,7,25,No
1279,66,Female,Enterprise,2166,20,5,Credit Card,1,23,No
1280,45,Male,Enterprise,328,54,9,UPI,8,15,No
1281,48,Male,Enterprise,1005,14,9,Credit Card,2,33,No
1282,26,Male,Basic,1320,5,9,Credit Card,8,19,Yes
1283,68,Male,Basic,2363,41,3,UPI,3,15,No
1284,46,Female,Premium,1746,40,0,UPI,10,5,No
1285,31,Male,Premium,1959,34,0,Credit Card,7,16,No
1286,57,Male,Premium,1266,16,9,Credit Card,6,32,No
1287,58,Female,Enterprise,872,45,4,Credit Card,5,22,No
1288,39,Male,Enterprise,1906,7,2,Net Banking,10,32,No
1289,28,Male,Basic,914,16,4,Credit Card,2,13,No
1290,40,Male,Basic,625,7,4,UPI,2,38,Yes
1291,18,Female,Premium,658,27,0,Net Banking,1,26,No
1292,63,Male,Basic,2110,14,7,UPI,9,17,No
1293,54,Female,Basic,2021,14,4,Net Banking,8,5,No
1294,38,Female,Basic,1649,44,4,Net Banking,8,33,No
1295,43,Male,Basic,464,33,8,UPI,1,27,Yes
1296,63,Male,Basic,1896,33,7,Net Banking,5,5,Yes
1297,53,Male,Premium,1927,44,0,UPI,6,37,No
1298,40,Male,Premium,1476,20,2,Credit Card,2,7,No
1299,18,Female,Basic,1450,53,6,Net Banking,10,18,No
1300,68,Male,Premium,492,47,0,UPI,5,31,No
1301,57,Male,Enterprise,391,36,0,Net Banking,6,6,No
1302,32,Male,Basic,438,7,4,UPI,9,2,Yes
1303,38,Female,Enterprise,780,32,8,Credit Card,10,13,No
1304,64,Male,Premium,1656,48,5,Credit Card,1,11,No
1305,26,Male,Premium,639,3,9,Net Banking,10,26,No
1306,26,Female,Enterprise,1375,39,1,Net Banking,3,21,No
1307,27,Female,Premium,1098,29,8,UPI,9,2,No
1308,69,Male,Basic,774,24,5,UPI,1,20,Yes
1309,43,Male,Enterprise,1762,22,4,Net Banking,1,17,No
1310,58,Male,Basic,904,6,4,UPI,1,16,Yes
1311,52,Male,Enterprise,1120,48,2,UPI,7,5,No
1312,69,Male,Premium,897,24,5,UPI,5,14,No
1313,42,Female,Enterprise,1832,40,3,Net Banking,6,24,No
1314,43,Female,Enterprise,813,23,9,Credit Card,8,4,No
1315,28,Male,Basic,1826,54,1,Credit Card,2,24,No
1316,55,Male,Premium,2177,38,2,UPI,2,9,No
1317,19,Female,Basic,1999,10,8,Net Banking,3,3,Yes
1318,24,Male,Premium,1329,16,8,UPI,3,9,Yes
1319,35,Male,Basic,799,11,5,Credit Card,3,18,Yes
1320,44,Male,Enterprise,1984,32,9,UPI,4,36,No
1321,51,Male,Basic,1016,45,9,Credit Card,3,19,Yes
1322,44,Male,Premium,1441,6,8,Net Banking,2,24,Yes
1323,34,Female,Premium,1808,24,3,UPI,9,4,No
1324,60,Male,Enterprise,965,33,4,Net Banking,6,9,No
1325,61,Male,Premium,1379,53,9,UPI,3,33,No
1326,68,Male,Basic,527,51,5,UPI,9,1,Yes
1327,41,Female,Enterprise,448,12,8,UPI,4,35,Yes
1328,42,Female,Premium,1369,56,4,UPI,4,10,No
1329,24,Female,Premium,1467,27,7,UPI,8,12,No
1330,69,Female,Basic,931,38,0,Net Banking,7,18,No
1331,23,Male,Basic,1663,18,4,Net Banking,7,14,No
1332,41,Female,Enterprise,712,45,9,Credit Card,10,10,No
1333,50,Male,Premium,2055,39,0,UPI,7,10,No
1334,66,Male,Basic,819,55,9,Credit Card,10,18,No
1335,46,Female,Enterprise,1667,13,5,Net Banking,5,24,No
1336,60,Female,Premium,1402,53,6,Credit Card,7,1,No
1337,39,Female,Premium,897,40,4,Net Banking,4,30,No
1338,43,Female,Enterprise,1959,30,0,UPI,8,15,No
1339,45,Female,Enterprise,1985,53,5,Credit Card,9,8,No
1340,67,Male,Basic,2460,49,9,Credit Card,3,35,Yes
1341,38,Female,Premium,2488,41,4,Credit Card,7,18,No
1342,66,Female,Premium,2224,52,5,Credit Card,10,16,No
1343,24,Female,Premium,1029,13,9,UPI,9,21,No
1344,34,Male,Enterprise,888,34,6,Net Banking,1,15,No
1345,37,Female,Basic,676,36,6,Net Banking,2,5,Yes
1346,58,Male,Premium,1707,30,1,UPI,7,7,No
1347,66,Female,Enterprise,2169,25,2,Net Banking,2,7,No
1348,37,Female,Premium,1050,2,5,Credit Card,7,27,No
1349,39,Male,Basic,926,36,2,UPI,1,25,No
1350,45,Female,Premium,1929,18,1,Net Banking,3,22,No
1351,57,Male,Basic,1294,5,3,UPI,5,13,No
1352,66,Male,Basic,1883,19,4,UPI,6,17,No
1353,24,Male,Premium,1002,42,9,Net Banking,9,13,No
1354,18,Female,Premium,2359,18,8,Net Banking,9,26,No
1355,49,Female,Basic,1479,57,2,UPI,3,9,Yes
1356,30,Female,Enterprise,776,32,2,UPI,8,5,No
1357,47,Male,Basic,700,21,5,Net Banking,4,39,Yes
1358,40,Female,Premium,356,10,4,UPI,7,33,No
1359,68,Male,Premium,2175,37,5,Net Banking,6,4,No
1360,36,Female,Enterprise,747,49,6,UPI,8,28,No
1361,49,Male,Basic,502,22,2,UPI,6,26,No
1362,47,Male,Basic,1956,13,4,UPI,4,4,Yes
1363,46,Male,Basic,1037,55,7,Net Banking,2,16,Yes
1364,66,Female,Premium,501,17,3,Credit Card,7,37,No
1365,62,Male,Basic,1653,9,9,Net Banking,4,22,Yes
1366,46,Male,Enterprise,1191,24,1,UPI,9,36,No
1367,47,Male,Premium,515,44,3,Credit Card,9,38,No
1368,33,Male,Premium,322,14,1,Credit Card,7,35,No
1369,57,Male,Basic,1509,46,2,UPI,5,25,No
1370,36,Male,Enterprise,1048,8,3,Net Banking,3,8,Yes
